entity_id,canonical_name,short_name,aliases,level,parent_group,province,city,district,org_type,regulator,website,recruit_url,wechat,source_url,confidence,last_verified
ah-huaihe,淮河能源控股集团有限责任公司,淮河能源,淮河能源集团,省属国企,,安徽,淮南,,soe,安徽省国资委,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
ah-hf-ct,合肥市产业投资控股（集团）有限公司,合肥产投,合肥产投集团|合肥产投,市属国企,,安徽,合肥,,soe,合肥市国资监管机构,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
ah-hf-xt,合肥兴泰金融控股（集团）有限公司,合肥兴泰,兴泰控股|合肥兴泰,市属国企,,安徽,合肥,,soe,合肥市国资监管机构,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
ah-hf-water,合肥水务集团有限公司,合肥水务,合肥水务|合肥水务投资集团,市属国企,,安徽,合肥,,soe,合肥市国资监管机构,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
ah-hf-metro,合肥市轨道交通集团有限公司,合肥轨道,合肥轨道集团|合肥地铁,市属国企,,安徽,合肥,,soe,合肥市国资监管机构,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
ah-hf-wenlv,合肥文旅博览集团有限公司,合肥文旅博览,合肥文旅|合肥文旅博览集团,市属国企,,安徽,合肥,,soe,合肥市国资监管机构,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
ah-wuhu-chery,奇瑞控股集团有限公司,奇瑞集团,奇瑞控股|奇瑞集团|奇瑞汽车,市属国企,,安徽,芜湖,,soe,芜湖市国资监管机构,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
ah-hefei-jac,安徽江淮汽车集团控股有限公司,江汽集团,江淮汽车集团|江汽集团|JAC,市属国企,,安徽,合肥,,soe,合肥市国资监管机构,,,,https://gzw.ah.gov.cn/ssqy/qyzp/index.html,curated_seed,2026-09-02
zj-comm,浙江省交通投资集团有限公司,浙江交投,浙江交投集团|省交通集团,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-energy,浙江省能源集团有限公司,浙能集团,浙江能源集团|浙能集团,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-wuchan,物产中大集团股份有限公司,物产中大,物产中大集团|物产中大,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-guomao,浙江省国际贸易集团有限公司,浙江国贸,浙江国贸集团|省国贸集团,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-seaport,浙江省海港投资运营集团有限公司,浙江海港,浙江海港集团|省海港集团,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-construction,浙江省建设投资集团股份有限公司,浙江建投,浙江建设集团|浙江建投,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-hangsteel,杭州钢铁集团有限公司,杭钢集团,杭州钢铁|杭钢集团,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-airport,浙江省机场集团有限公司,浙江机场集团,省机场集团|浙江机场,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-tourism,浙江省旅游投资集团有限公司,浙江旅投,浙江旅投集团|省旅游集团,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-mechanical,浙江省机电集团有限公司,浙江机电集团,省机电集团|浙江机电,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-capital,浙江省国有资本运营有限公司,浙江国资运营,省国资运营公司|浙江国资运营,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-finance,浙江省金融控股有限公司,浙江金控,省金融控股|浙江金控,省属国企,,浙江,杭州,,soe,浙江省国资委,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-hz-chengtou,杭州市城市建设投资集团有限公司,杭州城投,杭州城投集团|杭州城投,市属国企,,浙江,杭州,,soe,杭州市国资监管机构,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-hz-jt,杭州市交通投资集团有限公司,杭州交投,杭州交投集团|杭州交投,市属国企,,浙江,杭州,,soe,杭州市国资监管机构,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-hz-metro,杭州地铁集团有限责任公司,杭州地铁,杭州地铁集团|杭州轨道,市属国企,,浙江,杭州,,soe,杭州市国资监管机构,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-hz-fin,杭州市金融投资集团有限公司,杭州金投,杭州金投集团|杭州金融投资,市属国企,,浙江,杭州,,soe,杭州市国资监管机构,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-hz-trade,杭州市商贸旅游集团有限公司,杭州商旅,杭州商旅集团|杭商旅,市属国企,,浙江,杭州,,soe,杭州市国资监管机构,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-hz-huqing,杭州胡庆余堂集团有限公司,胡庆余堂集团,杭州胡庆余堂|胡庆余堂集团,市属国企,,浙江,杭州,,soe,杭州市国资监管机构,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
zj-nb-metro,宁波市轨道交通集团有限公司,宁波轨道,宁波轨道集团|宁波地铁,市属国企,,浙江,宁波,,soe,宁波市国资监管机构,,,,https://gzw.zj.gov.cn/,curated_seed,2026-09-02
